Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),Ori_Encoded_Error
img000005.jpg,0.164356023,10.8271194,0.237022564,3.419765949,1.014125677
img014417.jpg,0.16324535,9.237528617,0.175581465,11.34782028,2.40959533
img006242.jpg,0.32836622,7.070035532,0.154345125,10.59509563,3.780617708
img013322.jpg,0.600226164,4.354894037,0.104467396,21.08366203,3.235956652
img006883.jpg,0.194151536,7.374541586,0.145119287,11.82171154,7.625697034
img007122.jpg,0.158742934,2.826386066,0.072168963,6.93964386,0.633035699
img005753.jpg,0.51554209,1.481970477,0.079098076,9.679374695,2.686966751
img005937.jpg,0.896138489,6.284351614,0.229378372,7.476642132,1.814395143
img005719.jpg,0.407324314,5.846441293,0.127562115,15.94086075,2.580569692
img004309.jpg,0.469536364,14.47287715,0.288504265,13.07057571,7.557913383
img003429.jpg,0.696356952,9.990640642,0.268809922,7.372958183,2.120342795
img000780.jpg,0.709670603,3.417379283,0.138759248,8.958129883,1.660317495
img010721.jpg,0.471423537,12.70146247,0.272342287,9.301192284,0.753809772
img000221.jpg,0.672041655,8.326037311,0.188172381,15.68008232,6.687028832
img003593.jpg,0.330872625,4.149239602,0.116620839,7.482536793,5.948017305
img013004.jpg,0.079251207,2.431906143,0.054238643,6.708717823,2.361029056
img003105.jpg,0.986805856,8.608319637,0.205006268,18.01401711,3.01480153
img005602.jpg,0.524197936,4.332726231,0.12233372,11.22086334,2.653548983
img000711.jpg,1.347848892,8.805463656,0.242399812,15.14022255,0.606515782
img007696.jpg,0.695207894,9.236849867,0.303993046,4.868896008,6.151488213
img002283.jpg,0.308124244,10.94993303,0.237687454,6.611688137,6.780648954
img001321.jpg,0.349718153,14.31559241,0.291189536,8.440247536,0.693230263
img005375.jpg,0.0947842,23.02261426,0.428724833,3.519418955,3.030339997
img004325.jpg,0.227181345,4.986014188,0.106961312,11.39383698,4.189047652
img001344.jpg,0.163045108,6.697677524,0.141377876,6.655959129,4.116279671
img002083.jpg,0.590406179,7.264326239,0.176441103,11.88802528,0.253337613
img000956.jpg,0.252624869,4.654175851,0.096382009,16.66981888,5.019193113
img014260.jpg,0.43436563,5.401767376,0.162529282,6.363478184,7.865466556
img005345.jpg,0.079241566,9.883941988,0.181271913,9.036458015,7.867158735
img003801.jpg,0.434161901,3.355428827,0.102273356,9.919766426,0.148037493
img006239.jpg,8.209423065,25.85403844,0.663268805,38.71697998,6.928038887
img012201.jpg,0.179097578,10.22103914,0.228399321,3.575275898,2.616117199
img012617.jpg,0.500331521,9.281952167,0.206601378,11.21129608,7.58016187
img013518.jpg,0.154491916,7.97376945,0.146627703,20.70888901,5.246024549
img012974.jpg,3.125435352,15.53562556,0.553390354,11.02897453,1.776026983
img004530.jpg,0.277884454,4.567924649,0.111319151,8.782282829,0.928719711
img011601.jpg,0.662481427,8.67919651,0.28852433,4.823125839,0.584166176
img005845.jpg,0.15758577,14.40482969,0.265331727,11.3168354,7.85719605
img009762.jpg,0.104959019,23.8029019,0.441651909,4.003363132,2.487279981
img009447.jpg,1.761055827,15.85789779,0.361329362,20.81525421,6.038429799
img000714.jpg,0.928155243,10.70787881,0.333664671,6.306540966,2.68376019
img004113.jpg,0.320740074,15.42110036,0.3173576,6.643990993,0.05595291
